1,"Williamson vs Pine Forest",Football,"Alabama",9/10/2026,7:00pm,"The Williamson varsity football team has an away non-conference game @  Pine Forest (Pensacola, FL) on Thursday, September 10 @ 7p.","/inter-state/football/game/pine-forest-pensacola-fl-vs-williamson-mobile-al/9-10-2026/?c=b48ca10a-920f-4d26-896f-6434b1a3086b","https://www.maxpreps.com/inter-state/football/game/pine-forest-pensacola-fl-vs-williamson-mobile-al/9-10-2026/?c=b48ca10a-920f-4d26-896f-6434b1a3086b","/football/al/126f?9/10/2026","Lions","Eagles","https://www.maxpreps.com/al/pine-forest-pensacola-fl/football/","https://www.maxpreps.com/al/williamson-mobile-al/football/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F5%2F5%2F355baefa-ed80-4252-8fd0-e4d9f4383788.gif%3Fversion%3D638253706200000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Ff%2F6%2F4%2Ff64eb451-c381-42d0-afd0-7e4a0143f336.gif%3Fversion%3D636391719600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
1,"Williamsport vs Hedgesville",Boys Softball,"Maryland",3/11/2027,6:00pm,"The Williamsport varsity softball team has an away non-conference game @  Hedgesville (WV) on Thursday, March 11 @ 6p.","/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","https://www.maxpreps.com/inter-state/softball/game/hedgesville-wv-vs-williamsport-md/3-11-2027/?c=f108edb6-0a58-4798-ae56-dd20e8580ff7","/softball/md/d0e?3/11/2027","Wildcats","Eagles","https://www.maxpreps.com/md/hedgesville-wv/boys-softball/","https://www.maxpreps.com/md/williamsport-md/boys-softball/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F4%2F3%2F343fb1a4-6b50-4ac3-b176-8e2ef7a10161.gif%3Fversion%3D637735167000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F2%2Fa%2F3%2F2a3be74a-f34e-4a7b-9fc3-cdc79d2f3f55.gif%3Fversion%3D638283768600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
