1,"Williamson vs Pine Forest",Football,"Alabama",9/10/2026,7:00pm,"The Williamson varsity football team has an away non-conference game @  Pine Forest (Pensacola, FL) on Thursday, September 10 @ 7p.","/inter-state/football/game/pine-forest-pensacola-fl-vs-williamson-mobile-al/9-10-2026/?c=b48ca10a-920f-4d26-896f-6434b1a3086b","https://www.maxpreps.com/inter-state/football/game/pine-forest-pensacola-fl-vs-williamson-mobile-al/9-10-2026/?c=b48ca10a-920f-4d26-896f-6434b1a3086b","/football/al/126f?9/10/2026","Lions","Eagles","https://www.maxpreps.com/al/pine-forest-pensacola-fl/football/","https://www.maxpreps.com/al/williamson-mobile-al/football/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F5%2F5%2F355baefa-ed80-4252-8fd0-e4d9f4383788.gif%3Fversion%3D638253706200000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Ff%2F6%2F4%2Ff64eb451-c381-42d0-afd0-7e4a0143f336.gif%3Fversion%3D636391719600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg"
57,"Coahulla Creek Dalton vs Southeast Whitfield Dalton",Boys Softball,"Georgia",9/28/2026,TBD,"The Southeast Whitfield Dalton varsity softball team has a game @ Coahulla Creek Dalton (Georgia).","/ga/softball/game/coahulla-creek-dalton-vs-southeast-whitfield-dalton/9-28-2026/?c=438fcd84-d683-4da4-973b-9a1322f51faf","https://www.maxpreps.com/ga/softball/game/coahulla-creek-dalton-vs-southeast-whitfield-dalton/9-28-2026/?c=438fcd84-d683-4da4-973b-9a1322f51faf","/softball/ga/13ee?9/28/2026","Dalton","Dalton","https://www.maxpreps.com/ga/coahulla-creek-dalton/boys-softball/","https://www.maxpreps.com/ga/southeast-whitfield-dalton/boys-softball/","",""
58,"Crawford County Roberta vs Spalding Griffin",Boys Softball,"Georgia",9/28/2026,TBD,"The Spalding Griffin varsity softball team has a game @ Crawford County Roberta (Georgia).","/ga/softball/game/crawford-county-roberta-vs-spalding-griffin/9-28-2026/?c=15234fcd-0207-4c99-8bed-b3ed346c35ab","https://www.maxpreps.com/ga/softball/game/crawford-county-roberta-vs-spalding-griffin/9-28-2026/?c=15234fcd-0207-4c99-8bed-b3ed346c35ab","/softball/ga/10ea?9/28/2026","Roberta","Griffin","https://www.maxpreps.com/ga/crawford-county-roberta/boys-softball/","https://www.maxpreps.com/ga/spalding-griffin/boys-softball/","",""
59,"Fannin County Blue Ridge vs Gordon Central Calhoun",Boys Softball,"Georgia",9/28/2026,TBD,"The Gordon Central Calhoun varsity softball team has a game @ Fannin County Blue Ridge (Georgia).","/ga/softball/game/fannin-county-blue-ridge-vs-gordon-central-calhoun/9-28-2026/?c=f964a8b9-a13f-4dd8-b319-1431f76d4c5b","https://www.maxpreps.com/ga/softball/game/fannin-county-blue-ridge-vs-gordon-central-calhoun/9-28-2026/?c=f964a8b9-a13f-4dd8-b319-1431f76d4c5b","/softball/ga/134f?9/28/2026","Ridge","Calhoun","https://www.maxpreps.com/ga/fannin-county-blue-ridge/boys-softball/","https://www.maxpreps.com/ga/gordon-central-calhoun/boys-softball/","",""
60,"Jackson vs Jones County Gray",Boys Softball,"Georgia",9/28/2026,TBD,"The Jones County Gray varsity softball team has a game @ Jackson (Georgia).","/ga/softball/game/jackson-vs-jones-county-gray/9-28-2026/?c=970a06e4-826c-44d9-b481-62b837459f4a","https://www.maxpreps.com/ga/softball/game/jackson-vs-jones-county-gray/9-28-2026/?c=970a06e4-826c-44d9-b481-62b837459f4a","/softball/ga/afa?9/28/2026","Jackson","Gray","https://www.maxpreps.com/ga/jackson/boys-softball/","https://www.maxpreps.com/ga/jones-county-gray/boys-softball/","",""
61,"Haralson County Tallapoosa vs Trion",Boys Softball,"Georgia",9/28/2026,TBD,"The Trion varsity softball team has a game @ Haralson County Tallapoosa (Georgia).","/ga/softball/game/haralson-county-tallapoosa-vs-trion/9-28-2026/?c=80742440-b786-464a-8baf-10c4738137dc","https://www.maxpreps.com/ga/softball/game/haralson-county-tallapoosa-vs-trion/9-28-2026/?c=80742440-b786-464a-8baf-10c4738137dc","/softball/ga/df3?9/28/2026","Tallapoosa","Trion","https://www.maxpreps.com/ga/haralson-county-tallapoosa/boys-softball/","https://www.maxpreps.com/ga/trion/boys-softball/","",""
62,"Grayson Loganville vs Loganville",Boys Softball,"Georgia",9/28/2026,TBD,"The Loganville varsity softball team has a game @ Grayson Loganville (Georgia).","/ga/softball/game/grayson-loganville-vs-loganville/9-28-2026/?c=c56dab1d-7361-4029-a41c-c81027f7152f","https://www.maxpreps.com/ga/softball/game/grayson-loganville-vs-loganville/9-28-2026/?c=c56dab1d-7361-4029-a41c-c81027f7152f","/softball/ga/ccd?9/28/2026","Loganville","Loganville","https://www.maxpreps.com/ga/grayson-loganville/boys-softball/","https://www.maxpreps.com/ga/loganville/boys-softball/","",""
63,"Jackson Atlanta vs South Atlanta",Boys Softball,"Georgia",9/28/2026,TBD,"The South Atlanta varsity softball team has a game @ Jackson Atlanta (Georgia).","/ga/softball/game/jackson-atlanta-vs-south-atlanta/9-28-2026/?c=ebd93d8c-1325-41d0-857b-7dd92b5cb014","https://www.maxpreps.com/ga/softball/game/jackson-atlanta-vs-south-atlanta/9-28-2026/?c=ebd93d8c-1325-41d0-857b-7dd92b5cb014","/softball/ga/c83?9/28/2026","Atlanta","Atlanta","https://www.maxpreps.com/ga/jackson-atlanta/boys-softball/","https://www.maxpreps.com/ga/south-atlanta/boys-softball/","",""
64,"Norcross vs South Gwinnett Snellville",Boys Softball,"Georgia",9/28/2026,TBD,"The South Gwinnett Snellville varsity softball team has a game @ Norcross (Georgia).","/ga/softball/game/norcross-vs-south-gwinnett-snellville/9-28-2026/?c=72ef2f02-5c7f-4d19-b85f-f407822dff41","https://www.maxpreps.com/ga/softball/game/norcross-vs-south-gwinnett-snellville/9-28-2026/?c=72ef2f02-5c7f-4d19-b85f-f407822dff41","/softball/ga/ef3?9/28/2026","Norcross","Snellville","https://www.maxpreps.com/ga/norcross/boys-softball/","https://www.maxpreps.com/ga/south-gwinnett-snellville/boys-softball/","",""
65,"Newnan vs Whitewater Fayetteville",Boys Softball,"Georgia",9/28/2026,TBD,"The Whitewater Fayetteville varsity softball team has a game @ Newnan (Georgia).","/ga/softball/game/newnan-vs-whitewater-fayetteville/9-28-2026/?c=6ab3118a-6b43-44bb-9de5-628fd9ccd80c","https://www.maxpreps.com/ga/softball/game/newnan-vs-whitewater-fayetteville/9-28-2026/?c=6ab3118a-6b43-44bb-9de5-628fd9ccd80c","/softball/ga/d49?9/28/2026","Newnan","Fayetteville","https://www.maxpreps.com/ga/newnan/boys-softball/","https://www.maxpreps.com/ga/whitewater-fayetteville/boys-softball/","",""
66,"Crisp County Cordele vs Schley County Ellaville",Boys Softball,"Georgia",9/28/2026,TBD,"The Schley County Ellaville varsity softball team has a game @ Crisp County Cordele (Georgia).","/ga/softball/game/crisp-county-cordele-vs-schley-county-ellaville/9-28-2026/?c=cebbbbd6-e6a5-4c57-b99e-4e88087d67c7","https://www.maxpreps.com/ga/softball/game/crisp-county-cordele-vs-schley-county-ellaville/9-28-2026/?c=cebbbbd6-e6a5-4c57-b99e-4e88087d67c7","/softball/ga/127c?9/28/2026","Cordele","Ellaville","https://www.maxpreps.com/ga/crisp-county-cordele/boys-softball/","https://www.maxpreps.com/ga/schley-county-ellaville/boys-softball/","",""
67,"Morrow vs Sandy Creek Tyrone",Boys Softball,"Georgia",9/28/2026,TBD,"The Sandy Creek Tyrone varsity softball team has a game @ Morrow (Georgia).","/ga/softball/game/morrow-vs-sandy-creek-tyrone/9-28-2026/?c=7dea13d8-311a-4509-b67d-1d358aeb2c7a","https://www.maxpreps.com/ga/softball/game/morrow-vs-sandy-creek-tyrone/9-28-2026/?c=7dea13d8-311a-4509-b67d-1d358aeb2c7a","/softball/ga/b0d?9/28/2026","Morrow","Tyrone","https://www.maxpreps.com/ga/morrow/boys-softball/","https://www.maxpreps.com/ga/sandy-creek-tyrone/boys-softball/","",""
68,"Hebron Christian Dacula vs Ola Mcdonough",Boys Softball,"Georgia",9/28/2026,TBD,"The Ola Mcdonough varsity softball team has a game @ Hebron Christian Dacula (Georgia).","/ga/softball/game/hebron-christian-dacula-vs-ola-mcdonough/9-28-2026/?c=62f8e25a-a2b3-4307-aa90-d4933099f0d0","https://www.maxpreps.com/ga/softball/game/hebron-christian-dacula-vs-ola-mcdonough/9-28-2026/?c=62f8e25a-a2b3-4307-aa90-d4933099f0d0","/softball/ga/f77?9/28/2026","Dacula","Mcdonough","https://www.maxpreps.com/ga/hebron-christian-dacula/boys-softball/","https://www.maxpreps.com/ga/ola-mcdonough/boys-softball/","",""
69,"Cedar Shoals Athens vs Lithonia",Boys Softball,"Georgia",9/28/2026,TBD,"The Lithonia varsity softball team has a game @ Cedar Shoals Athens (Georgia).","/ga/softball/game/cedar-shoals-athens-vs-lithonia/9-28-2026/?c=884d5b12-b1f5-46c1-9864-4c38681f4443","https://www.maxpreps.com/ga/softball/game/cedar-shoals-athens-vs-lithonia/9-28-2026/?c=884d5b12-b1f5-46c1-9864-4c38681f4443","/softball/ga/c01?9/28/2026","Athens","Lithonia","https://www.maxpreps.com/ga/cedar-shoals-athens/boys-softball/","https://www.maxpreps.com/ga/lithonia/boys-softball/","",""
70,"Citizens Christian Academy Douglas vs Vidalia Heritage Academy",Boys Softball,"Georgia",9/28/2026,TBD,"The Vidalia Heritage Academy varsity softball team has a game @ Citizens Christian Academy Douglas (Georgia).","/ga/softball/game/citizens-christian-academy-douglas-vs-vidalia-heritage-academy/9-28-2026/?c=bbf38e8e-60f6-4b00-b36b-40dd6a13d01c","https://www.maxpreps.com/ga/softball/game/citizens-christian-academy-douglas-vs-vidalia-heritage-academy/9-28-2026/?c=bbf38e8e-60f6-4b00-b36b-40dd6a13d01c","/softball/ga/180c?9/28/2026","Douglas","Academy","https://www.maxpreps.com/ga/citizens-christian-academy-douglas/boys-softball/","https://www.maxpreps.com/ga/vidalia-heritage-academy/boys-softball/","",""
71,"Irwin County Ocilla vs Thomasville",Boys Softball,"Georgia",9/28/2026,TBD,"The Thomasville varsity softball team has a game @ Irwin County Ocilla (Georgia).","/ga/softball/game/irwin-county-ocilla-vs-thomasville/9-28-2026/?c=1a573378-2809-46e8-a031-034029c939f9","https://www.maxpreps.com/ga/softball/game/irwin-county-ocilla-vs-thomasville/9-28-2026/?c=1a573378-2809-46e8-a031-034029c939f9","/softball/ga/d84?9/28/2026","Ocilla","Thomasville","https://www.maxpreps.com/ga/irwin-county-ocilla/boys-softball/","https://www.maxpreps.com/ga/thomasville/boys-softball/","",""
72,"Milton vs North Atlanta",Boys Softball,"Georgia",9/28/2026,TBD,"The North Atlanta varsity softball team has a game @ Milton (Georgia).","/ga/softball/game/milton-vs-north-atlanta/9-28-2026/?c=2fa07935-0025-429e-aef8-f8f5cb6a77bb","https://www.maxpreps.com/ga/softball/game/milton-vs-north-atlanta/9-28-2026/?c=2fa07935-0025-429e-aef8-f8f5cb6a77bb","/softball/ga/913?9/28/2026","Milton","Atlanta","https://www.maxpreps.com/ga/milton/boys-softball/","https://www.maxpreps.com/ga/north-atlanta/boys-softball/","",""
73,"Morgan County Madison vs Walnut Grove",Boys Softball,"Georgia",9/28/2026,TBD,"The Walnut Grove varsity softball team has a game @ Morgan County Madison (Georgia).","/ga/softball/game/morgan-county-madison-vs-walnut-grove/9-28-2026/?c=f27c9dbb-f747-4179-926d-ffd7b0b6604f","https://www.maxpreps.com/ga/softball/game/morgan-county-madison-vs-walnut-grove/9-28-2026/?c=f27c9dbb-f747-4179-926d-ffd7b0b6604f","/softball/ga/e99?9/28/2026","Madison","Grove","https://www.maxpreps.com/ga/morgan-county-madison/boys-softball/","https://www.maxpreps.com/ga/walnut-grove/boys-softball/","",""
74,"Archer Lawrenceville vs Heritage Conyers",Boys Softball,"Georgia",9/28/2026,TBD,"The Heritage Conyers varsity softball team has a game @ Archer Lawrenceville (Georgia).","/ga/softball/game/archer-lawrenceville-vs-heritage-conyers/9-28-2026/?c=9a73e2e2-e94b-460b-b88e-9b99236bf0e3","https://www.maxpreps.com/ga/softball/game/archer-lawrenceville-vs-heritage-conyers/9-28-2026/?c=9a73e2e2-e94b-460b-b88e-9b99236bf0e3","/softball/ga/fcb?9/28/2026","Lawrenceville","Conyers","https://www.maxpreps.com/ga/archer-lawrenceville/boys-softball/","https://www.maxpreps.com/ga/heritage-conyers/boys-softball/","",""
75,"Armuchee Rome vs Bowdon",Boys Softball,"Georgia",9/28/2026,TBD,"The Bowdon varsity softball team has a game @ Armuchee Rome (Georgia).","/ga/softball/game/armuchee-rome-vs-bowdon/9-28-2026/?c=d6373526-e1e0-4e32-a15d-82259b8180a2","https://www.maxpreps.com/ga/softball/game/armuchee-rome-vs-bowdon/9-28-2026/?c=d6373526-e1e0-4e32-a15d-82259b8180a2","/softball/ga/8f6?9/28/2026","Rome","Bowdon","https://www.maxpreps.com/ga/armuchee-rome/boys-softball/","https://www.maxpreps.com/ga/bowdon/boys-softball/","",""
76,"Brantley County Nahunta vs Camden County Kingsland",Boys Softball,"Georgia",9/28/2026,TBD,"The Camden County Kingsland varsity softball team has a game @ Brantley County Nahunta (Georgia).","/ga/softball/game/brantley-county-nahunta-vs-camden-county-kingsland/9-28-2026/?c=cfdbd78c-a1e7-4a15-8f26-3aa11422b9c8","https://www.maxpreps.com/ga/softball/game/brantley-county-nahunta-vs-camden-county-kingsland/9-28-2026/?c=cfdbd78c-a1e7-4a15-8f26-3aa11422b9c8","/softball/ga/13ae?9/28/2026","Nahunta","Kingsland","https://www.maxpreps.com/ga/brantley-county-nahunta/boys-softball/","https://www.maxpreps.com/ga/camden-county-kingsland/boys-softball/","",""
77,"Jonesboro vs Mcdonough",Boys Softball,"Georgia",9/28/2026,TBD,"The Mcdonough varsity softball team has a game @ Jonesboro (Georgia).","/ga/softball/game/jonesboro-vs-mcdonough/9-28-2026/?c=c29b7d75-5963-44b9-9703-843add6531bc","https://www.maxpreps.com/ga/softball/game/jonesboro-vs-mcdonough/9-28-2026/?c=c29b7d75-5963-44b9-9703-843add6531bc","/softball/ga/8d8?9/28/2026","Jonesboro","Mcdonough","https://www.maxpreps.com/ga/jonesboro/boys-softball/","https://www.maxpreps.com/ga/mcdonough/boys-softball/","",""
78,"Baconton Charter vs Clinch County Homerville",Boys Softball,"Georgia",9/28/2026,TBD,"The Clinch County Homerville varsity softball team has a game @ Baconton Charter (Georgia).","/ga/softball/game/baconton-charter-vs-clinch-county-homerville/9-28-2026/?c=5fc9b3c7-80f2-48ca-99b2-6e6d31aa3583","https://www.maxpreps.com/ga/softball/game/baconton-charter-vs-clinch-county-homerville/9-28-2026/?c=5fc9b3c7-80f2-48ca-99b2-6e6d31aa3583","/softball/ga/1151?9/28/2026","Charter","Homerville","https://www.maxpreps.com/ga/baconton-charter/boys-softball/","https://www.maxpreps.com/ga/clinch-county-homerville/boys-softball/","",""
79,"Marist Atlanta vs Riverwood Sandy Springs",Boys Softball,"Georgia",9/28/2026,TBD,"The Riverwood Sandy Springs varsity softball team has a game @ Marist Atlanta (Georgia).","/ga/softball/game/marist-atlanta-vs-riverwood-sandy-springs/9-28-2026/?c=6d8c8e78-66bc-4208-93c5-878cc6f992e8","https://www.maxpreps.com/ga/softball/game/marist-atlanta-vs-riverwood-sandy-springs/9-28-2026/?c=6d8c8e78-66bc-4208-93c5-878cc6f992e8","/softball/ga/1045?9/28/2026","Atlanta","Springs","https://www.maxpreps.com/ga/marist-atlanta/boys-softball/","https://www.maxpreps.com/ga/riverwood-sandy-springs/boys-softball/","",""
80,"Pierce County Blackshear vs Robert Toombs Christian Academy Lyons",Boys Softball,"Georgia",9/28/2026,TBD,"The Robert Toombs Christian Academy Lyons varsity softball team has a game @ Pierce County Blackshear (Georgia).","/ga/softball/game/pierce-county-blackshear-vs-robert-toombs-christian-academy-lyons/9-28-2026/?c=c867d8e0-a626-400d-9bf6-0c78a60b2ca1","https://www.maxpreps.com/ga/softball/game/pierce-county-blackshear-vs-robert-toombs-christian-academy-lyons/9-28-2026/?c=c867d8e0-a626-400d-9bf6-0c78a60b2ca1","/softball/ga/196b?9/28/2026","Blackshear","Lyons","https://www.maxpreps.com/ga/pierce-county-blackshear/boys-softball/","https://www.maxpreps.com/ga/robert-toombs-christian-academy-lyons/boys-softball/","",""
81,"Oconee County Watkinsville vs Stephens County Toccoa",Boys Softball,"Georgia",9/28/2026,TBD,"The Stephens County Toccoa varsity softball team has a game @ Oconee County Watkinsville (Georgia).","/ga/softball/game/oconee-county-watkinsville-vs-stephens-county-toccoa/9-28-2026/?c=74d70624-476f-4d47-8d80-4162bc50bbde","https://www.maxpreps.com/ga/softball/game/oconee-county-watkinsville-vs-stephens-county-toccoa/9-28-2026/?c=74d70624-476f-4d47-8d80-4162bc50bbde","/softball/ga/14b4?9/28/2026","Watkinsville","Toccoa","https://www.maxpreps.com/ga/oconee-county-watkinsville/boys-softball/","https://www.maxpreps.com/ga/stephens-county-toccoa/boys-softball/","",""
82,"Dutchtown Hampton vs Langston Hughes Fairburn",Boys Softball,"Georgia",9/28/2026,TBD,"The Langston Hughes Fairburn varsity softball team has a game @ Dutchtown Hampton (Georgia).","/ga/softball/game/dutchtown-hampton-vs-langston-hughes-fairburn/9-28-2026/?c=d544290d-b6b7-4479-9de4-dbc830e86d51","https://www.maxpreps.com/ga/softball/game/dutchtown-hampton-vs-langston-hughes-fairburn/9-28-2026/?c=d544290d-b6b7-4479-9de4-dbc830e86d51","/softball/ga/11e4?9/28/2026","Hampton","Fairburn","https://www.maxpreps.com/ga/dutchtown-hampton/boys-softball/","https://www.maxpreps.com/ga/langston-hughes-fairburn/boys-softball/","",""
83,"Jeff Davis Hazlehurst vs Wilcox County Rochelle",Boys Softball,"Georgia",9/28/2026,TBD,"The Wilcox County Rochelle varsity softball team has a game @ Jeff Davis Hazlehurst (Georgia).","/ga/softball/game/jeff-davis-hazlehurst-vs-wilcox-county-rochelle/9-28-2026/?c=a9acafdb-3f89-4092-8852-0365b2f08959","https://www.maxpreps.com/ga/softball/game/jeff-davis-hazlehurst-vs-wilcox-county-rochelle/9-28-2026/?c=a9acafdb-3f89-4092-8852-0365b2f08959","/softball/ga/1279?9/28/2026","Hazlehurst","Rochelle","https://www.maxpreps.com/ga/jeff-davis-hazlehurst/boys-softball/","https://www.maxpreps.com/ga/wilcox-county-rochelle/boys-softball/","",""
84,"Lee County Leesburg vs Perry",Boys Softball,"Georgia",9/28/2026,TBD,"The Perry varsity softball team has a game @ Lee County Leesburg (Georgia).","/ga/softball/game/lee-county-leesburg-vs-perry/9-28-2026/?c=611e23e9-c495-4c7f-9c83-1f2feef784b4","https://www.maxpreps.com/ga/softball/game/lee-county-leesburg-vs-perry/9-28-2026/?c=611e23e9-c495-4c7f-9c83-1f2feef784b4","/softball/ga/b00?9/28/2026","Leesburg","Perry","https://www.maxpreps.com/ga/lee-county-leesburg/boys-softball/","https://www.maxpreps.com/ga/perry/boys-softball/","",""
