"Match Name",Sport,Region,"Region Code","Game Date","Game Time","Game Info","Relative Path","Full URL","Custom Slug","Team 1 Mascot","Team 2 Mascot","Team 1 URL","Team 2 URL","Team 1 Thumb","Team 2 Thumb"
"St. Louis vs Sierra Canyon",Football,Alabama,al,2026-09-10,7:00pm,"The St. Louis varsity football team has an away non-conference game @  Sierra Canyon (Chatsworth, CA) on Thursday, September 10 @ 7p.",/inter-state/football/game/sierra-canyon-chatsworth-ca-vs-st-louis-honolulu-hi/9-10-2026/?c=a3e07f02-0eae-49fe-951f-8e724af299e7,https://www.maxpreps.com/inter-state/football/game/sierra-canyon-chatsworth-ca-vs-st-louis-honolulu-hi/9-10-2026/?c=a3e07f02-0eae-49fe-951f-8e724af299e7,/football/al/13c4?9/10/2026,Crusaders,Trailblazers,https://www.maxpreps.com/al/sierra-canyon-chatsworth-ca/football/,https://www.maxpreps.com/al/st-louis-honolulu-hi/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fd%2F1%2F0%2Fd10f0c90-8f07-4476-85f6-191f4a2f4a17.gif%3Fversion%3D636694056600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2Fe%2F6%2F3e6d32d9-9a21-4391-aba1-d59804bf82e6.gif%3Fversion%3D637776576000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"Dimond vs South Anchorage",Football,Alaska,ak,2026-09-11,4:00pm,"The Dimond varsity football team has an away conference game @  South Anchorage (Anchorage, AK) on Friday, September 11 @ 4p.",/ak/football/game/dimond-anchorage-vs-south-anchorage/9-11-2026/?c=02433f68-9fc1-4179-a4ab-42433466af4b,https://www.maxpreps.com/ak/football/game/dimond-anchorage-vs-south-anchorage/9-11-2026/?c=02433f68-9fc1-4179-a4ab-42433466af4b,/football/ak/d9b?9/11/2026,Lynx,Wolverines,https://www.maxpreps.com/ak/dimond-anchorage/football/,https://www.maxpreps.com/ak/south-anchorage/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F8%2F8%2F8%2F8889ee2e-e023-4108-99c4-71b548bc4b58.gif%3Fversion%3D634513536600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F0%2Fe%2F3%2F0e3c97ac-7396-441d-b9e8-af2bcacae2d7.gif%3Fversion%3D636275909400000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"Juneau-Douglas vs Colony",Football,Alaska,ak,2026-09-11,7:00pm,"The Juneau-Douglas varsity football team has an away conference game @  Colony (Palmer, AK) on Friday, September 11 @ 7p.",/ak/football/game/colony-palmer-vs-juneau-douglas/9-11-2026/?c=0c482e78-e921-4c87-8f4e-00736ccac24b,https://www.maxpreps.com/ak/football/game/colony-palmer-vs-juneau-douglas/9-11-2026/?c=0c482e78-e921-4c87-8f4e-00736ccac24b,/football/ak/c29?9/11/2026,"Crimson Bears",Knights,https://www.maxpreps.com/ak/colony-palmer/football/,https://www.maxpreps.com/ak/juneau-douglas/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fa%2Fb%2F4%2Fab46aeae-81f3-4fbc-82ea-32d0b0ae99d7.gif%3Fversion%3D636255981000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fd%2Fe%2F7%2Fde7c8e0b-6dbd-4008-b35c-f7892aeb69db.gif%3Fversion%3D634279673400000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"Bettye Davis East Anchorage vs Bartlett",Football,Alaska,ak,2026-09-11,4:00pm,"The Bettye Davis East Anchorage varsity football team has an away conference game @  Bartlett (Anchorage, AK) on Friday, September 11 @ 4p.",/ak/football/game/bartlett-anchorage-vs-bettye-davis-east-anchorage/9-11-2026/?c=99b60107-5920-48a4-a7f0-6afb9a643dfb,https://www.maxpreps.com/ak/football/game/bartlett-anchorage-vs-bettye-davis-east-anchorage/9-11-2026/?c=99b60107-5920-48a4-a7f0-6afb9a643dfb,/football/ak/12fa?9/11/2026,Thunderbirds,"Golden Bears",https://www.maxpreps.com/ak/bartlett-anchorage/football/,https://www.maxpreps.com/ak/bettye-davis-east-anchorage/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F1%2Fe%2Ff%2F1efe0efe-196a-4c4a-b5b4-e7b89d183fdd.gif%3Fversion%3D635568405600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fe%2F4%2F2%2Fe42cadbd-766e-4323-ab91-b318987182fd.gif%3Fversion%3D638687326707791700%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"Chugiak vs Eagle River",Football,Alaska,ak,2026-09-11,4:30pm,"The Chugiak varsity football team has an away conference game @  Eagle River (AK) on Friday, September 11 @ 4:30p.",/ak/football/game/chugiak-vs-eagle-river/9-11-2026/?c=6d78527a-6d28-43cb-99fa-fd7cd2f11456,https://www.maxpreps.com/ak/football/game/chugiak-vs-eagle-river/9-11-2026/?c=6d78527a-6d28-43cb-99fa-fd7cd2f11456,/football/ak/872?9/11/2026,Mustangs,Wolves,https://www.maxpreps.com/ak/chugiak/football/,https://www.maxpreps.com/ak/eagle-river/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fa%2Fc%2Fe%2Facecbf28-1d7d-4f61-bfeb-f498b3297eec.gif%3Fversion%3D636899730000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fb%2F7%2Fd%2Fb7de983b-99b0-4abb-90ed-da327d8a9596.gif%3Fversion%3D634024357800000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"Redington vs Homer",Football,Alaska,ak,2026-09-11,5:00pm,"The Redington varsity football team has an away conference game @  Homer (AK) on Friday, September 11 @ 5p.",/ak/football/game/homer-vs-redington-wasilla/9-11-2026/?c=9644bd57-2052-4b5b-9529-ca1f3c1cc3a9,https://www.maxpreps.com/ak/football/game/homer-vs-redington-wasilla/9-11-2026/?c=9644bd57-2052-4b5b-9529-ca1f3c1cc3a9,/football/ak/a42?9/11/2026,Huskies,Mariners,https://www.maxpreps.com/ak/homer/football/,https://www.maxpreps.com/ak/redington-wasilla/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F0%2F0%2F9%2F009b34b2-6bf1-433e-aad4-556936228b9f.gif%3Fversion%3D636413442000000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Ff%2F6%2Fe%2Ff6e9b228-1395-4a59-ad66-d2e3c5f6f548.gif%3Fversion%3D636517960800000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"Kodiak vs Nikiski",Football,Alaska,ak,2026-09-11,5:00pm,"The Kodiak varsity football team has an away conference game @  Nikiski (AK) on Friday, September 11 @ 5p.",/ak/football/game/kodiak-vs-nikiski/9-11-2026/?c=deea2cdd-54a2-4dd4-8d2a-c45904337daa,https://www.maxpreps.com/ak/football/game/kodiak-vs-nikiski/9-11-2026/?c=deea2cdd-54a2-4dd4-8d2a-c45904337daa,/football/ak/6a8?9/11/2026,Bears,Bulldogs,https://www.maxpreps.com/ak/kodiak/football/,https://www.maxpreps.com/ak/nikiski/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F5%2F3%2F0%2F530ceec8-8ddd-4c40-a20b-45c8af05244a.gif%3Fversion%3D635796364800000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F0%2Fa%2F4%2F0a4db5d1-9917-425e-9a1e-03d356c78439.gif%3Fversion%3D636173915400000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"Wasilla vs West Valley",Football,Alaska,ak,2026-09-11,7:30pm,"The Wasilla varsity football team has an away conference game @  West Valley (Fairbanks, AK) on Friday, September 11 @ 7:30p.",/ak/football/game/wasilla-vs-west-valley-fairbanks/9-11-2026/?c=a83ddf1f-2a03-45c7-82b5-3818ec984d04,https://www.maxpreps.com/ak/football/game/wasilla-vs-west-valley-fairbanks/9-11-2026/?c=a83ddf1f-2a03-45c7-82b5-3818ec984d04,/football/ak/c8b?9/11/2026,Warriors,"Wolf Pack",https://www.maxpreps.com/ak/wasilla/football/,https://www.maxpreps.com/ak/west-valley-fairbanks/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F3%2F8%2F3%2F383a0527-e3cd-4ba0-bf1e-60d10febb66b.gif%3Fversion%3D637635832800000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fe%2F4%2Fa%2Fe4aa1f38-448e-4db3-959d-6f0c2d121143.gif%3Fversion%3D636995527200000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"Cardinal Newman vs West Boca Raton",Football,Alaska,ak,2026-09-10,6:30pm,"The Cardinal Newman varsity football team has an away non-conference game @  West Boca Raton (Boca Raton, FL) on Thursday, September 10 @ 6:30p.",/fl/football/game/cardinal-newman-west-palm-beach-vs-west-boca-raton/9-10-2026/?c=ce82a3f7-e6bd-44fa-9427-6220ab01a04d,https://www.maxpreps.com/fl/football/game/cardinal-newman-west-palm-beach-vs-west-boca-raton/9-10-2026/?c=ce82a3f7-e6bd-44fa-9427-6220ab01a04d,/football/ak/12f1?9/10/2026,Crusaders,Bulls,https://www.maxpreps.com/ak/cardinal-newman-west-palm-beach/football/,https://www.maxpreps.com/ak/west-boca-raton/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fb%2Fc%2F5%2Fbc5120f5-7344-46ef-acc1-53e9d36b4e75.gif%3Fversion%3D639234067563693670%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fe%2F7%2F9%2Fe7903dfb-37a9-4b3b-af93-19f0569f5114.gif%3Fversion%3D638296082400000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
"St. Thomas Aquinas vs Dillard",Football,Alaska,ak,2026-09-10,7:00pm,"The St. Thomas Aquinas varsity football team has an away non-conference game @  Dillard (Fort Lauderdale, FL) on Thursday, September 10 @ 7p.",/fl/football/game/dillard-fort-lauderdale-vs-st-thomas-aquinas-fort-lauderdale/9-10-2026/?c=e35a9df9-5440-4c87-b93b-714d5dcb3da0,https://www.maxpreps.com/fl/football/game/dillard-fort-lauderdale-vs-st-thomas-aquinas-fort-lauderdale/9-10-2026/?c=e35a9df9-5440-4c87-b93b-714d5dcb3da0,/football/ak/172e?9/10/2026,Raiders,Panthers,https://www.maxpreps.com/ak/dillard-fort-lauderdale/football/,https://www.maxpreps.com/ak/st-thomas-aquinas-fort-lauderdale/football/,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fb%2Fd%2F1%2Fbd12f619-3d60-413e-a9ef-5742cd4a21bb.gif%3Fversion%3D637743744600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg,https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Ff%2F5%2F7%2Ff577ddab-0e0f-42f9-a932-5eacd4fe4be1.gif%3Fversion%3D635930128800000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg
