1,"Florida Prep vs South Kent School",Boys Soccer,"Florida",9/19/2026,1:00pm,"The Florida Prep varsity soccer team has a neutral non-conference match vs.  South Kent School (South Kent, CT) on Saturday, September 19 @ 1p.","/inter-state/soccer/match/florida-prep-melbourne-fl-vs-south-kent-school-ct/9-19-2026/?c=b522aac2-0ed3-44e0-ac85-a0a86b1b65d0","https://www.maxpreps.com/inter-state/soccer/match/florida-prep-melbourne-fl-vs-south-kent-school-ct/9-19-2026/?c=b522aac2-0ed3-44e0-ac85-a0a86b1b65d0","/soccer/fl/12c8?9/19/2026","Florida Prep","Falcons","https://www.maxpreps.com/fl/florida-prep-melbourne-fl/soccer/","https://www.maxpreps.com/fl/south-kent-school-ct/soccer/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fb%2F4%2Ff%2Fb4f84887-f0eb-4cfb-8a1d-64a837de6684.gif%3Fversion%3D637714438800000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F6%2F0%2Fd%2F60d284c8-e2d9-4ffa-bb9f-c6b857a5c4f9.gif%3Fversion%3D635838844800000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","boy"
2,"Brewster Academy National vs St. Andrew&#x27;s",Boys Soccer,"Florida",9/19/2026,4:00pm,"The Brewster Academy National varsity soccer team has an away non-conference match @  St. Andrew&#x27;s (Barrington, RI) on Saturday, September 19 @ 4p.","/inter-state/soccer/match/brewster-academy-national-wolfeboro-nh-vs-st-andrews-barrington-ri/9-19-2026/?c=53035f38-7064-4a14-9366-34b1690feba8","https://www.maxpreps.com/inter-state/soccer/match/brewster-academy-national-wolfeboro-nh-vs-st-andrews-barrington-ri/9-19-2026/?c=53035f38-7064-4a14-9366-34b1690feba8","/soccer/fl/19a7?9/19/2026","Brewster Academy National","Bobcats","https://www.maxpreps.com/fl/brewster-academy-national-wolfeboro-nh/soccer/","https://www.maxpreps.com/fl/st-andrews-barrington-ri/soccer/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fa%2Fa%2Fd%2Faad8413c-6d42-4a49-bdd6-98442c6214bf.gif%3Fversion%3D638700351483144040%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F9%2Fc%2F6%2F9c6c0fe4-b6e8-4f52-8969-422aea70d7a8.gif%3Fversion%3D635337561600000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","boy"
