1,"Poinciana Christian Preparatory vs Grace Christian",Boys Soccer,"Florida",9/21/2026,4:00pm,"The Poinciana Christian Preparatory varsity soccer team has an away non-conference match @  Grace Christian (Valrico, FL) on Monday, September 21 @ 4p.","/fl/soccer/match/grace-christian-valrico-vs-poinciana-christian-preparatory-kissimmee/9-21-2026/?c=1fbb5e68-c158-4ee0-8240-7f4426857771","https://www.maxpreps.com/fl/soccer/match/grace-christian-valrico-vs-poinciana-christian-preparatory-kissimmee/9-21-2026/?c=1fbb5e68-c158-4ee0-8240-7f4426857771","/soccer/fl/1ad2?9/21/2026","Poinciana Christian Preparatory","Eagles","https://www.maxpreps.com/fl/grace-christian-valrico/soccer/","https://www.maxpreps.com/fl/poinciana-christian-preparatory-kissimmee/soccer/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fa%2F0%2F3%2Fa0370da2-de12-49c4-b0b6-8c7e5a409198.gif%3Fversion%3D634584028800000000%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2Fa%2F0%2F3%2Fa0370da2-de12-49c4-b0b6-8c7e5a409198.gif%3Fversion%3D634584028800000000%26amp%3Bwidth%3D32%26amp%3Bheight%3D32%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","boy"
2,"Lakes Church Academy vs Land O&#x27; Lakes Christian",Boys Soccer,"Florida",9/21/2026,4:00pm,"The Lakes Church Academy varsity soccer team has an away conference match @  Land O&#x27; Lakes Christian (Land O&#x27; Lakes, FL) on Monday, September 21 @ 4p.","/fl/soccer/match/lakes-church-academy-lakeland-vs-land-o-lakes-christian/9-21-2026/?c=66e37c53-75c8-4b93-9db0-94a58039abaf","https://www.maxpreps.com/fl/soccer/match/lakes-church-academy-lakeland-vs-land-o-lakes-christian/9-21-2026/?c=66e37c53-75c8-4b93-9db0-94a58039abaf","/soccer/fl/14d1?9/21/2026","Lakes Church Academy","Lions","https://www.maxpreps.com/fl/lakes-church-academy-lakeland/soccer/","https://www.maxpreps.com/fl/land-o-lakes-christian/soccer/","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F0%2F7%2Fa%2F07a2a381-7edb-450a-95fd-4c9100414283.gif%3Fversion%3D638981169248822100%26amp%3Bwidth%3D128%26amp%3Bheight%3D128%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","https://hsfootball.net/proxy.php?url=https%3A%2F%2Fimage.maxpreps.io%2Fschool-mascot%2F0%2F7%2Fa%2F07a2a381-7edb-450a-95fd-4c9100414283.gif%3Fversion%3D638981169248822100%26amp%3Bwidth%3D32%26amp%3Bheight%3D32%26amp%3Bauto%3Dwebp%26amp%3Bformat%3Dpjpg","boy"
