No,MatchName,Sport,Region,Date,Time,Game_Info,Relative_Path,Full_URL,Slug_Short
1,"Owyhee Meridian vs Rocky Mountain Meridian",Football,"Idaho",08/28/2026,07:00 PM,"The Rocky Mountain Meridian varsity football team has an away non-conference game @ Owyhee Meridian (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/owyhee-meridian-vs-rocky-mountain-meridian/8-28-2026/?c=8e41733c-2790-44b2-9bb4-2b0ec330ec76","https://www.maxpreps.com/id/football/game/owyhee-meridian-vs-rocky-mountain-meridian/8-28-2026/?c=8e41733c-2790-44b2-9bb4-2b0ec330ec76",ee9a96f
2,"Carey vs North Gem Bancroft",Football,"Idaho",08/28/2026,07:00 PM,"The North Gem Bancroft varsity football team has an away non-conference game @ Carey (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/carey-vs-north-gem-bancroft/8-28-2026/?c=98d296c4-188d-4011-b6de-318b291eac35","https://www.maxpreps.com/id/football/game/carey-vs-north-gem-bancroft/8-28-2026/?c=98d296c4-188d-4011-b6de-318b291eac35",8593657
3,"Hagerman vs North Star Eagle",Football,"Idaho",08/28/2026,07:00 PM,"The North Star Eagle varsity football team has an away non-conference game @ Hagerman (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/hagerman-vs-north-star-eagle/8-28-2026/?c=cdec6f56-d9dc-49b0-bdfc-acde109eda28","https://www.maxpreps.com/id/football/game/hagerman-vs-north-star-eagle/8-28-2026/?c=cdec6f56-d9dc-49b0-bdfc-acde109eda28",088f919
4,"Emmett vs Preston",Football,"Idaho",08/28/2026,07:00 PM,"The Preston varsity football team has an away non-conference game @ Emmett (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/emmett-vs-preston/8-28-2026/?c=53470c87-d6a0-41e8-8764-d0ca6b77ab25","https://www.maxpreps.com/id/football/game/emmett-vs-preston/8-28-2026/?c=53470c87-d6a0-41e8-8764-d0ca6b77ab25",171b8d0
5,"Malad vs Salmon",Football,"Idaho",08/28/2026,07:00 PM,"The Salmon varsity football team has an away non-conference game @ Malad (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/malad-vs-salmon/8-28-2026/?c=7a4b0ccb-4cee-4385-93d6-4acbb33e4937","https://www.maxpreps.com/id/football/game/malad-vs-salmon/8-28-2026/?c=7a4b0ccb-4cee-4385-93d6-4acbb33e4937",76fd8d7
6,"Potlatch vs Salmon River Riggins",Football,"Idaho",08/28/2026,07:00 PM,"The Salmon River Riggins varsity football team has an away non-conference game @ Potlatch (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/potlatch-vs-salmon-river-riggins/8-28-2026/?c=4894b2c6-62ab-4cee-86e3-b6d30a10316c","https://www.maxpreps.com/id/football/game/potlatch-vs-salmon-river-riggins/8-28-2026/?c=4894b2c6-62ab-4cee-86e3-b6d30a10316c",85f9880
7,"Idaho City vs Raft River Malta",Football,"Idaho",08/28/2026,07:00 PM,"The Raft River Malta varsity football team has an away non-conference game @ Idaho City (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/idaho-city-vs-raft-river-malta/8-28-2026/?c=dbf598a1-b8f4-4421-8891-c404a6e5b81e","https://www.maxpreps.com/id/football/game/idaho-city-vs-raft-river-malta/8-28-2026/?c=dbf598a1-b8f4-4421-8891-c404a6e5b81e",bc83614
8,"Mccall Donnelly vs Payette",Football,"Idaho",08/28/2026,07:00 PM,"The Payette varsity football team has an away non-conference game @ Mccall Donnelly (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/mccall-donnelly-vs-payette/8-28-2026/?c=93d14d80-554f-4188-b3b6-930358d775da","https://www.maxpreps.com/id/football/game/mccall-donnelly-vs-payette/8-28-2026/?c=93d14d80-554f-4188-b3b6-930358d775da",ad698b8
9,"Buhl vs New Plymouth",Football,"Idaho",08/28/2026,07:00 PM,"The New Plymouth varsity football team has an away non-conference game @ Buhl (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/buhl-vs-new-plymouth/8-28-2026/?c=6c812589-968b-4d2b-b9f0-85a114da432f","https://www.maxpreps.com/id/football/game/buhl-vs-new-plymouth/8-28-2026/?c=6c812589-968b-4d2b-b9f0-85a114da432f",affda98
10,"Kuna vs Sandpoint",Football,"Idaho",08/28/2026,07:00 PM,"The Sandpoint varsity football team has an away non-conference game @ Kuna (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/kuna-vs-sandpoint/8-28-2026/?c=13d98ea5-9bc8-43f1-8902-65427fb079b0","https://www.maxpreps.com/id/football/game/kuna-vs-sandpoint/8-28-2026/?c=13d98ea5-9bc8-43f1-8902-65427fb079b0",265d01b
11,"Deary vs Prairie Cottonwood",Football,"Idaho",08/28/2026,07:00 PM,"The Prairie Cottonwood varsity football team has an away non-conference game @ Deary (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/deary-vs-prairie-cottonwood/8-28-2026/?c=27e08b3b-a4ea-4f32-ad6c-d04455da59ff","https://www.maxpreps.com/id/football/game/deary-vs-prairie-cottonwood/8-28-2026/?c=27e08b3b-a4ea-4f32-ad6c-d04455da59ff",fc9de06
12,"South Fremont St Anthony vs West Jefferson Terreton",Football,"Idaho",08/28/2026,07:00 PM,"The West Jefferson Terreton varsity football team has an away non-conference game @ South Fremont St Anthony (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/south-fremont-st-anthony-vs-west-jefferson-terreton/8-28-2026/?c=aad44400-a332-41fe-ae18-cf6077484bc3","https://www.maxpreps.com/id/football/game/south-fremont-st-anthony-vs-west-jefferson-terreton/8-28-2026/?c=aad44400-a332-41fe-ae18-cf6077484bc3",63bd367
13,"Lighthouse Christian Twin Falls vs Rockland",Football,"Idaho",08/28/2026,07:00 PM,"The Rockland varsity football team has an away non-conference game @ Lighthouse Christian Twin Falls (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/lighthouse-christian-twin-falls-vs-rockland/8-28-2026/?c=eae32c2a-6b2c-4772-baba-9e1fcfcc794f","https://www.maxpreps.com/id/football/game/lighthouse-christian-twin-falls-vs-rockland/8-28-2026/?c=eae32c2a-6b2c-4772-baba-9e1fcfcc794f",4e7d42b
14,"Clark Fork vs Coeur Du Christ Academy Coeur Dalene",Football,"Idaho",08/28/2026,07:00 PM,"The Coeur Du Christ Academy Coeur Dalene varsity football team has an away non-conference game @ Clark Fork (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/clark-fork-vs-coeur-du-christ-academy-coeur-dalene/8-28-2026/?c=e4f38363-e84c-40c5-96d2-08edcfdea005","https://www.maxpreps.com/id/football/game/clark-fork-vs-coeur-du-christ-academy-coeur-dalene/8-28-2026/?c=e4f38363-e84c-40c5-96d2-08edcfdea005",738cba3
15,"Blackfoot vs Century Pocatello",Football,"Idaho",08/28/2026,07:00 PM,"The Century Pocatello varsity football team has an away non-conference game @ Blackfoot (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/blackfoot-vs-century-pocatello/8-28-2026/?c=3af16ea1-904b-48a0-bc7f-c43c8f8ba35f","https://www.maxpreps.com/id/football/game/blackfoot-vs-century-pocatello/8-28-2026/?c=3af16ea1-904b-48a0-bc7f-c43c8f8ba35f",395977a
16,"Cole Valley Christian Meridian vs Filer",Football,"Idaho",08/28/2026,07:00 PM,"The Filer varsity football team has an away non-conference game @ Cole Valley Christian Meridian (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/cole-valley-christian-meridian-vs-filer/8-28-2026/?c=5b470a47-3427-4e0c-b3e0-9a66b5a5671a","https://www.maxpreps.com/id/football/game/cole-valley-christian-meridian-vs-filer/8-28-2026/?c=5b470a47-3427-4e0c-b3e0-9a66b5a5671a",cd5c4c4
17,"Gooding vs Jerome",Football,"Idaho",08/28/2026,07:00 PM,"The Jerome varsity football team has an away non-conference game @ Gooding (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/gooding-vs-jerome/8-28-2026/?c=1cb5532a-791f-40f8-bbcd-95975e9b883f","https://www.maxpreps.com/id/football/game/gooding-vs-jerome/8-28-2026/?c=1cb5532a-791f-40f8-bbcd-95975e9b883f",cb3789f
18,"Minico Rupert vs Ridgevue Nampa",Football,"Idaho",08/28/2026,07:00 PM,"The Ridgevue Nampa varsity football team has an away non-conference game @ Minico Rupert (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/minico-rupert-vs-ridgevue-nampa/8-28-2026/?c=996b4965-acc6-4a09-bb84-8db1ad45a21a","https://www.maxpreps.com/id/football/game/minico-rupert-vs-ridgevue-nampa/8-28-2026/?c=996b4965-acc6-4a09-bb84-8db1ad45a21a",dcd98a8
19,"Grangeville vs Moscow",Football,"Idaho",08/28/2026,07:00 PM,"The Moscow varsity football team has an away non-conference game @ Grangeville (Idaho) on Thursday, August 27 @ 7p.","/id/football/game/grangeville-vs-moscow/8-28-2026/?c=7ef9b214-4430-4514-891e-cd9a1ba95e40","https://www.maxpreps.com/id/football/game/grangeville-vs-moscow/8-28-2026/?c=7ef9b214-4430-4514-891e-cd9a1ba95e40",a453e57
