No,MatchName,Sport,Region,Date,Time,Game_Info,Relative_Path,Full_URL
1,"Kodiak vs Swdp Private School Fairbanks",Football,"Alaska",08/27/2026,07:00 PM,"The Swdp Private School Fairbanks varsity football team has an away non-conference game @ Kodiak (Alaska) on Thursday, August 27 @ 7p.","/ak/football/game/kodiak-vs-swdp-private-school-fairbanks/8-27-2026/?c=3d665d83-7002-4ff6-9b38-5e6e7bf0851e","https://www.maxpreps.com/ak/football/game/kodiak-vs-swdp-private-school-fairbanks/8-27-2026/?c=3d665d83-7002-4ff6-9b38-5e6e7bf0851e"
